"ABIRLANUVO 30-JUL-15",1793.15,BUY,3,4035
"ABIRLANUVO 27-AUG-15",1795.15,BUY,3,4040
"ABIRLANUVO 24-SEP-15",1821.2,BUY,3,4098
"ACC 30-JUL-15",1434.4,BUY,3,3228
"ACC 27-AUG-15",1438.65,BUY,3,3237
"ACC 24-SEP-15",1472.55,BUY,3,3314
"ADANIENT 30-JUL-15",91.15,BUY,3,1800
"ADANIENT 27-AUG-15",90.95,BUY,3,1800
"ADANIENT 24-SEP-15",92.65,BUY,3,1800
"ADANIPORTS 30-JUL-15",309,BUY,3,5562
"ADANIPORTS 27-AUG-15",311.15,BUY,3,5601
"ADANIPORTS 24-SEP-15",313.9,BUY,3,5651
"ADANIPOWER 30-JUL-15",29.4,BUY,3,8320
"ADANIPOWER 27-AUG-15",29.55,BUY,3,8348
"ADANIPOWER 24-SEP-15",29.8,BUY,3,8440
"AJANTPHARM 30-JUL-15",1574.5,BUY,3,7086
"AJANTPHARM 27-AUG-15",1589.45,BUY,3,7153
"AJANTPHARM 24-SEP-15",1599.4,BUY,3,7198
"ALBK 30-JUL-15",87.15,BUY,3,7200
"ALBK 27-AUG-15",87.8,BUY,3,7200
"ALBK 24-SEP-15",88.45,BUY,3,7200
"AMARAJABAT 30-JUL-15",885.4,BUY,3,3985
"AMARAJABAT 27-AUG-15",894.85,BUY,3,4027
"AMARAJABAT 24-SEP-15",900.5,BUY,3,4053
"AMBUJACEM 30-JUL-15",229.1,BUY,3,4124
"AMBUJACEM 27-AUG-15",230.15,BUY,3,4143
"AMBUJACEM 24-SEP-15",234.35,BUY,3,4219
"AMTEKAUTO 30-JUL-15",160.05,BUY,3,7200
"AMTEKAUTO 27-AUG-15",161.4,BUY,3,7200
"AMTEKAUTO 24-SEP-15",162.3,BUY,3,7200
"ANDHRABANK 30-JUL-15",68.3,BUY,3,13508
"ANDHRABANK 27-AUG-15",68.9,BUY,3,13229
"ANDHRABANK 24-SEP-15",69.35,BUY,3,13316
"APOLLOHOSP 30-JUL-15",1315.95,BUY,3,5922
"APOLLOHOSP 27-AUG-15",1333.1,BUY,3,5999
"APOLLOHOSP 24-SEP-15",1341.45,BUY,3,6037
"APOLLOTYRE 30-JUL-15",169.55,BUY,3,7200
"APOLLOTYRE 27-AUG-15",168.35,BUY,3,7200
"APOLLOTYRE 24-SEP-15",173.55,BUY,3,7200
"ARVIND 30-JUL-15",268.05,BUY,3,4825
"ARVIND 27-AUG-15",267.45,BUY,3,4815
"ARVIND 24-SEP-15",274.1,BUY,3,4934
"ASHOKLEY 30-JUL-15",72.75,BUY,3,13515
"ASHOKLEY 27-AUG-15",73.05,BUY,3,13588
"ASHOKLEY 24-SEP-15",73.95,BUY,3,13702
"ASIANPAINT 30-JUL-15",757.45,BUY,3,3409
"ASIANPAINT 27-AUG-15",760.1,BUY,3,3421
