"ABIRLANUVO 30-JUL-15",1793.15,SELL,3,4035
"ABIRLANUVO 27-AUG-15",1795.15,SELL,3,4040
"ABIRLANUVO 24-SEP-15",1821.2,SELL,3,4098
"ACC 30-JUL-15",1434.4,SELL,3,3228
"ACC 27-AUG-15",1438.65,SELL,3,3237
"ACC 24-SEP-15",1472.55,SELL,3,3314
"ADANIENT 30-JUL-15",91.15,SELL,3,821
"ADANIENT 27-AUG-15",90.95,SELL,3,819
"ADANIENT 24-SEP-15",92.65,SELL,3,834
"ADANIPORTS 30-JUL-15",309,SELL,3,5562
"ADANIPORTS 27-AUG-15",311.15,SELL,3,5601
"ADANIPORTS 24-SEP-15",313.9,SELL,3,5651
"ADANIPOWER 30-JUL-15",29.4,SELL,3,2117
"ADANIPOWER 27-AUG-15",29.55,SELL,3,2128
"ADANIPOWER 24-SEP-15",29.8,SELL,3,2146
"AJANTPHARM 30-JUL-15",1574.5,SELL,3,7086
"AJANTPHARM 27-AUG-15",1589.45,SELL,3,7153
"AJANTPHARM 24-SEP-15",1599.4,SELL,3,7198
"ALBK 30-JUL-15",87.15,SELL,3,3138
"ALBK 27-AUG-15",87.8,SELL,3,3161
"ALBK 24-SEP-15",88.45,SELL,3,3185
"AMARAJABAT 30-JUL-15",885.4,SELL,3,3985
"AMARAJABAT 27-AUG-15",894.85,SELL,3,4027
"AMARAJABAT 24-SEP-15",900.5,SELL,3,4053
"AMBUJACEM 30-JUL-15",229.1,SELL,3,4124
"AMBUJACEM 27-AUG-15",230.15,SELL,3,4143
"AMBUJACEM 24-SEP-15",234.35,SELL,3,4219
"AMTEKAUTO 30-JUL-15",160.05,SELL,3,5762
"AMTEKAUTO 27-AUG-15",161.4,SELL,3,5811
"AMTEKAUTO 24-SEP-15",162.3,SELL,3,5843
"ANDHRABANK 30-JUL-15",68.3,SELL,3,4918
"ANDHRABANK 27-AUG-15",68.9,SELL,3,4961
"ANDHRABANK 24-SEP-15",69.35,SELL,3,4994
"APOLLOHOSP 30-JUL-15",1315.95,SELL,3,5922
"APOLLOHOSP 27-AUG-15",1333.1,SELL,3,5999
"APOLLOHOSP 24-SEP-15",1341.45,SELL,3,6037
"APOLLOTYRE 30-JUL-15",169.55,SELL,3,6104
"APOLLOTYRE 27-AUG-15",168.35,SELL,3,6061
"APOLLOTYRE 24-SEP-15",173.55,SELL,3,6248
"ARVIND 30-JUL-15",268.05,SELL,3,4825
"ARVIND 27-AUG-15",267.45,SELL,3,4815
"ARVIND 24-SEP-15",274.1,SELL,3,4934
"ASHOKLEY 30-JUL-15",72.75,SELL,3,5238
"ASHOKLEY 27-AUG-15",73.05,SELL,3,5260
"ASHOKLEY 24-SEP-15",73.95,SELL,3,5325
"ASIANPAINT 30-JUL-15",757.45,SELL,3,3409
"ASIANPAINT 27-AUG-15",760.1,SELL,3,3421
"ASIANPAINT 24-SEP-15",770,SELL,3,3465
"AUROPHARMA 30-JUL-15",1453.9,SELL,3,6543
"AUROPHARMA 27-AUG-15",1462.9,SELL,3,6584
"AUROPHARMA 24-SEP-15",1480.15,SELL,3,6661
"AXISBANK 30-JUL-15",557.1,SELL,3,5014
"AXISBANK 27-AUG-15",560.45,SELL,3,5045
"AXISBANK 24-SEP-15",569.8,SELL,3,5129
"BAJAJ-AUTO 30-JUL-15",2499.05,SELL,3,5623
"BAJAJ-AUTO 27-AUG-15",2510.85,SELL,3,5650
"BAJAJ-AUTO 24-SEP-15",2591.2,SELL,3,5831
"BAJFINANCE 30-JUL-15",5404.8,SELL,3,12161
"BAJFINANCE 27-AUG-15",5514.3,SELL,3,12408
"BAJFINANCE 24-SEP-15",5548.85,SELL,3,12485
"BANKBARODA 30-JUL-15",144.65,SELL,3,5208
"BANKBARODA 27-AUG-15",145.1,SELL,3,5224
"BANKBARODA 24-SEP-15",146.95,SELL,3,5291
"BANKINDIA 30-JUL-15",167.15,SELL,3,3009
"BANKINDIA 27-AUG-15",168.15,SELL,3,3027
"BANKINDIA 24-SEP-15",174.75,SELL,3,3146
"BANKNIFTY 30-JUL-15",18295.95,SELL,3,8234
"BANKNIFTY 27-AUG-15",18375.25,SELL,3,8269
"BANKNIFTY 24-SEP-15",18463,SELL,3,8309
"BATAINDIA 30-JUL-15",1055.45,SELL,3,4750
"BATAINDIA 27-AUG-15",1060.65,SELL,3,4773
"BATAINDIA 24-SEP-15",1078.2,SELL,3,4852
"BEL 30-JUL-15",3383.8,SELL,3,7614
"BEL 27-AUG-15",3410.15,SELL,3,7673
"BEL 24-SEP-15",3431.5,SELL,3,7721
"BHARATFORG 30-JUL-15",1064,SELL,3,4788
"BHARATFORG 27-AUG-15",1069.05,SELL,3,4811
